"","seccion","titular","enlace_noticia"
"1","Incendio","Bus del transporte público termina totalmente quemado en La Florida: tránsito se encuentra suspendido","https://www.latercera.com/nacional/noticia/bus-del-transporte-publico-termina-totalmente-quemado-en-la-florida-transito-se-encuentra-suspendido/ZE6Q7JVXDFDTRHZA3GNXKWQ4BA/"
"2","China","Gobierno de China muestra su disposición a recibir migrantes deportados de EE.UU. “que se verifique que son del territorio continental”","https://www.latercera.com/mundo/noticia/gobierno-de-china-muestra-su-disposicion-a-recibir-migrantes-deportados-de-eeuu-que-se-verifique-que-son-del-territorio-continental/3NM4TQK72BDXXH2PPE4ECDSVAQ/"
"3","Pensiones","Todos los fondos de pensiones inician el 2025 con resultados positivos","https://www.latercera.com/pulso/noticia/todos-los-fondos-de-pensiones-inician-el-2025-con-resultados-positivos/BCJJDMFZUBG5NPW3G6AW2LEGQE/"
"4","Cine","Henri, el Último Pirata: confirman estreno de documental sobre un colaborador de Jacques Cousteau","https://www.latercera.com/culto/2025/01/29/henri-el-ultimo-pirata-confirman-estreno-de-documental-sobre-un-colaborador-de-jacques-cousteau/"
"5","Música","Lanzan una reedición del esencial Venus and Mars de Wings por su aniversario 50","https://www.latercera.com/culto/2025/01/29/lanzan-una-reedicion-del-esencial-venus-and-mars-de-wings-por-su-aniversario-50/"
"6","Jeannete Jara","“Los afiliados no son propiedad de nadie”: Jara hace frente a reparos de aseguradoras de EE.UU. por reforma previsional","https://www.latercera.com/politica/noticia/los-afiliados-no-son-propiedad-de-nadie-jara-hace-frente-a-reparos-de-aseguradoras-de-eeuu-por-reforma-previsional/VJKKS3PSFBEV7H7JFIPOPPLSZM/"
"7","Fútbol","“Que venga a la U para que nos enfrentemos”: Arturo Vidal imagina a Alexis Sánchez en Chile y lo desafía a un Superclásico","https://www.latercera.com/el-deportivo/noticia/que-venga-a-la-u-para-que-nos-enfrentemos-arturo-vidal-imagina-a-alexis-sanchez-en-chile-y-lo-desafia-a-un-superclasico/4ZZRN5CCSBHXJBFPTROPE544UA/"
"8","Accidente aéreo","Avión de combate F-35 se estrella en una base aérea de EE.UU. en Alaska","https://www.latercera.com/la-tercera-tv/noticia/avion-de-combate-f-35-se-estrella-en-una-base-aerea-de-eeuu-en-alaska/C4H3JSZJIJCGRF6CP2H3VGS4DM/"
"9","Reforma de pensiones","Tras carta de aseguradoras de EE.UU.: Elizalde descarta que reforma previsional ponga en riesgo acuerdos de libre comercio","https://www.latercera.com/politica/noticia/tras-carta-de-aseguradoras-de-eeuu-elizalde-descarta-que-reforma-previsional-ponga-en-riesgo-acuerdos-de-libre-comercio/GNLO7IRFJZCENNY4PD3ILRORXM/"
"10","Fútbol","La calculadora de la Roja: ¿Qué resultados necesita Chile Sub 20 para asegurar su clasificación en el Sudamericano?","https://www.latercera.com/el-deportivo/noticia/la-calculadora-de-la-roja-que-resultados-necesita-chile-sub-20-para-asegurar-su-clasificacion-en-el-sudamericano/6PTNORZ2AFANZLJ6YHD7N5LWX4/"
"11","Inteligencia Artificial","Ex CEO de Google llama a DeepSeek “un momento decisivo” en la carrera por la Inteligencia Artificial","https://www.latercera.com/tendencias/noticia/ex-ceo-de-google-llama-a-deepseek-un-momento-decisivo-en-la-carrera-por-la-inteligencia-artificial/FY3MQGT4KREJZLC24777YV7U3M/"
"12","Sociedad","Qué pasa cuando una generación entera “deja de crecer”","https://www.latercera.com/tendencias/noticia/que-pasa-cuando-una-generacion-entera-deja-de-crecer/RHGAEUQ5UBAFNJ3XTRZFVGQAKE/"
"13","Negocios","CMF suspende la oferta pública, transacción y cotización de las cuotas de los fondos administrados por Sartor AGF en bolsas","https://www.latercera.com/pulso/noticia/cmf-suspende-la-oferta-publica-transaccion-y-cotizacion-de-las-cuotas-de-los-fondos-administrados-por-sartor-agf-en-bolsas/6KUNIGL5YBBPDPS5GELFK7BFLA/"
"14","Guerra Medio Oriente","Alrededor de 376.000 desplazados palestinos han regresado al norte de la Franja de Gaza","https://www.latercera.com/mundo/noticia/alrededor-de-376000-desplazados-palestinos-han-regresado-al-norte-de-la-franja-de-gaza/NAUECTH5VVBPDIGFPZIFQGSKSE/"
"15","Javier Milei","Milei celebra el “excelente trabajo” en la frontera con Bolivia y confirma planes de construir un cerco en la zona","https://www.latercera.com/mundo/noticia/milei-celebra-el-excelente-trabajo-en-la-frontera-con-bolivia-y-confirma-planes-de-construir-un-cerco-en-la-zona/VDBSFJSDMND23OXLGFCAXZNCUA/"
