"","seccion","titular","enlace_noticia"
"1","Minería","CleanTech reduce estimación de recursos de litio para proyecto Laguna Verde tras actualizar área de operación Exclusivo suscriptor","https://www.latercera.com/pulso-pm/noticia/cleantech-reduce-estimacion-de-recursos-de-litio-para-proyecto-laguna-verde-tras-actualizar-area-de-operacion/RUQVPSGVL5BTXLBEHT7KWTDTL4/"
"2","Geopolítica","EEUU presiona para prohibir DeepSeek, la nueva IA China, en dispositivos gubernamentales","https://www.latercera.com/tendencias/noticia/eeuu-presiona-para-prohibir-deepseek-la-nueva-ia-china-en-dispositivos-gubernamentales/JGJONYZ65BGDZG774NOBFFKGO4/"
"3","Qué Pasa","Gestación subrogada o “vientre de alquiler”: ¿Cuál es el origen de esta práctica tan controversial?","https://www.latercera.com/que-pasa/noticia/gestacion-subrogada-o-vientre-de-alquiler-cual-es-el-origen-de-esta-practica-tan-controversial/G5CIQZAVYFHGVLNTHSFMKMQUD4/"
"4","Impuestos","Defensoría del Contribuyente advierte sobre efectos de la restricción de uso de factura en supermercados y restaurantes","https://www.latercera.com/pulso/noticia/defensoria-del-contribuyente-advierte-sobre-efectos-de-la-restriccion-de-uso-de-factura-en-supermercados-y-restaurantes/O56OJ7KFKFEDLNQ5KIEIH5FPI4/"
"5","Robo","Millonario robo a sucursal de BancoEstado en Putaendo deja un carabinero herido y tres detenidos","https://www.latercera.com/la-tercera-tv/noticia/millonario-robo-a-sucursal-de-bancoestado-en-putaendo-deja-un-carabinero-herido-y-tres-detenidos/FCR7AJO4JZDFHOXZJDB72SP46Y/"
"6","Seremi","Reconstrucción megaincendio: Seremi de Vivienda de Valparaíso asegura que 320 subsidios están en ejecución","https://www.latercera.com/nacional/noticia/reconstruccion-megaincendio-seremi-de-vivienda-de-valparaiso-asegura-que-320-subsidios-estan-en-ejecucion/NE2KBXCELZCSDBRKF4FPAF3IEY/"
"7","Retail","Cencosud reporta a la FNE intención de comprar terreno en VillarricaExclusivo suscriptor","https://www.latercera.com/pulso/noticia/cencosud-reporta-a-la-fne-intencion-de-comprar-terreno-en-villarrica/TCKLCSEWVRBMDJFZLIDL3VBDGA/"
"8","Opinión","La columna de Francisca Jünemann:  “Vacaciones: el derecho a descansar”","https://www.latercera.com/pulso-pm/noticia/la-columna-de-francisca-junemann-vacaciones-el-derecho-a-descansar/7NLV2V3N6FHB7NUYIKLJI6H4YM/"
"9","Javier Said","Empresario Javier Said venderá su 21% del Hipódromo Chile y departamentos y oficinas para evitar la quiebraExclusivo suscriptor","https://www.latercera.com/pulso-pm/noticia/empresario-javier-said-vendera-su-21-del-hipodromo-chile-y-departamentos-y-oficinas-para-evitar-la-quiebra/OUDNG7GAGVHITCQPUFEIF5536M/"
"10","Pensiones","En 2024 se pensionaron 159 mil adultos mayores, un alza de 0,4% Exclusivo suscriptor","https://www.latercera.com/pulso-pm/noticia/en-2024-se-pensionaron-159-mil-adultos-mayores-un-alza-de-04/FKNRC2JF7FGODL3MQAKMVOK7JY/"
"11","Pulso PM","Una guerra comercial entre EE.UU. y la UE amenazaría la relación económica más rica del mundoExclusivo suscriptor","https://www.latercera.com/pulso-pm/noticia/una-guerra-comercial-entre-eeuu-y-la-ue-amenazaria-la-relacion-economica-mas-rica-del-mundo/YSRHWNLCBVFVZG6MW7EWW5QVDM/"
"12","Golf","Niemann busca el título en un inédito torneo nocturno: los detalles del renovado LIV Golf que arranca en Arabia Saudita","https://www.latercera.com/el-deportivo/noticia/niemann-busca-el-titulo-en-un-inedito-torneo-nocturno-los-detalles-del-renovado-liv-golf-que-arranca-en-arabia-saudita/O2QRKHKCJZFVFAZMET57WYVM3I/"
"13","Empresas","La Comisión Europea pide a Shein información sobre productos ilegales","https://www.latercera.com/pulso/noticia/la-comision-europea-pide-a-shein-informacion-sobre-productos-ilegales/RC5HGWQJNBHY7P5ZWVMQTSWZNY/"
"14","Fútbol","La verdadera razón de la salida de Charles Aránguiz de la Roja","https://www.latercera.com/el-deportivo/noticia/la-verdadera-razon-de-la-salida-de-charles-aranguiz-de-la-roja/GJECJTCFUNAJBMGHD2JH6ALKAU/"
"15","Salud","Alerta roja por calor extremo: cómo cuidarse de las altas temperaturas","https://www.latercera.com/servicios/noticia/alerta-roja-por-calor-extremo-como-cuidarse-de-las-altas-temperaturas/LHWRJBHYUFF35DTFQMCZHCIKAA/"
