"","seccion","titular","enlace_noticia"
"1","Fútbol","El millonario Colo Colo vuelve a hacer agua en la defensa y es sorprendido por Santiago Wanderers en Valparaíso","https://www.latercera.com/el-deportivo/noticia/el-millonario-colo-colo-vuelve-a-hacer-agua-en-la-defensa-y-es-sorprendido-por-santiago-wanderers-en-valparaiso/O3PNENFZQBFGNMZM3DQSVLJ37E/"
"2","Minuto a minuto","En vivo: Colo Colo cayó ante Santiago Wanderers en la Copa Chile","https://www.latercera.com/el-deportivo/noticia/en-vivo-colo-colo-recibe-a-santiago-wanderers-en-la-copa-chile/OGPWIUYSGRG4PLW2CJP22RN4WI/"
"3","Policial","Ordenan prisión preventiva para sujeto que mantuvo secuestrada a su expareja por un mes en Estación Central","https://www.latercera.com/nacional/noticia/ordenan-prision-preventiva-para-sujeto-que-mantuvo-secuestrada-a-su-expareja-por-un-mes-en-estacion-central/4T2AP3Y32JBFNE6JK2M6S7YTM4/"
"4","Empresas","Cerca de US$1.600 millones recaudó medida transitoria destinada a enfrentar incendios de Valparaíso en 2024","https://www.latercera.com/pulso/noticia/cerca-de-1600-millones-recaudo-medida-transitoria-destinada-a-enfrentar-incendios-de-valparaiso-en-2024/5DBCCSLCNNFAVMQ5OVJ3FOZEGI/"
"5","Guerra arancelaria","Trudeau dice que Trump pospondrá aranceles a importaciones de Canadá por al menos 30 días","https://www.latercera.com/mundo/noticia/trudeau-dice-que-trump-pospondra-aranceles-a-importaciones-de-canada-por-al-menos-30-dias/JU3AJBWABFEOHGCRW6S7REKCHA/"
"6","Reforma previsional","Columna de Gabriel Zaliasnik: El puerto y el espejismoExclusivo suscriptor","https://www.latercera.com/opinion/noticia/columna-de-gabriel-zaliasnik-el-puerto-y-el-espejismo/OQEMNE62TVHVRGRAIZ7SPWL3JA/"
"7","Tribunal Constitucional","Columna de Miriam Henríquez: ¿Quién es el competente?Exclusivo suscriptor","https://www.latercera.com/opinion/noticia/columna-de-miriam-henriquez-quien-es-el-competente/IWO7H24GUJD47F65HIH5ABUDGE/"
"8","Fútbol","Otra vez la defensa: el error de Saldivia que generó la apertura de la cuenta de Wanderers ante Colo Colo","https://www.latercera.com/el-deportivo/noticia/otra-vez-la-defensa-el-error-de-saldivia-que-genero-la-apertura-de-la-cuenta-de-wanderers-ante-colo-colo/Q53EZQJWNNCXDL4MC4ZTIBCFMA/"
"9","Trump","Columna de Jorge Heine: La elección que viene en la OEAExclusivo suscriptor","https://www.latercera.com/opinion/noticia/columna-de-jorge-heine-la-eleccion-que-viene-en-la-oea/LC4MUTQMDRED3BJ2CZPHEO3ZWU/"
"10","Resultados de empresas","Enami registra ganancias después de tres años tras mejoras en resultado operacional y por venta de Quebrada Blanca","https://www.latercera.com/pulso/noticia/enami-registra-ganancias-despues-de-tres-anos-tras-mejoras-en-resultado-operacional-y-por-venta-de-quebrada-blanca/DF5EB35MPZD5XHKNC626PYP46Y/"
"11","Banca","CMF otorga autorización de existencia a banco Tenpo","https://www.latercera.com/pulso/noticia/cmf-otorga-autorizacion-de-existencia-a-banco-tenpo/YDXBZSSMPVGTVA64J6JSFTQLWY/"
"12","Bonos","Subsidio Eléctrico: ¿Cuándo se podrá volver a postular?","https://www.latercera.com/servicios/noticia/subsidio-electrico-cuando-se-podra-volver-a-postular/2Q5H2Y7VSVH6BFT2FOFCTNT4HE/"
"13","Música culto","Sean Diddy Combs: el rapero que se mantiene en prisión salió de la cárcel para ir al hospital","https://www.latercera.com/culto/2025/02/03/sean-diddy-combs-el-rapero-que-se-mantiene-en-prision-salio-de-la-carcel-para-ir-al-hospital/"
"14","Incendio Forestal","Región de O’Higgins: Declaran alerta roja en Chépica y solicitan evacuación de sectores en Litueche por incendio forestal","https://www.latercera.com/nacional/noticia/region-de-ohiggins-declaran-alerta-roja-en-chepica-y-solicitan-evacuacion-de-sectores-en-litueche-por-incendio-forestal/ZL6VS6PYNNDMFGBHJE6HRBK3MA/"
"15","Trabajo","Subsecretaría y Dirección del Trabajo encabezan fiscalizaciones sobre las condiciones laborales de guardavidas","https://www.latercera.com/pulso/noticia/subsecretaria-y-direccion-del-trabajo-encabezan-fiscalizaciones-sobre-las-condiciones-laborales-de-guardavidas/YEJAWP32TVDMJAXBDA4WSJQNEM/"
