"","seccion","titular","enlace_noticia"
"1","Fútbol","Betis resigna un amargo empate ante Athletic de Bilbao y suma más de tres meses sin ganar en casa por LaLiga","https://www.latercera.com/el-deportivo/noticia/betis-resigna-un-amargo-empate-ante-athletic-de-bilbao-y-suma-mas-de-tres-meses-sin-ganar-en-casa-por-laliga/O3MGKT4S6ZBO7CP4QOAPLSTZ3Q/"
"2","Fútbol","Paulo Díaz retoma su posición en River en el empate ante su exequipo","https://www.latercera.com/el-deportivo/noticia/paulo-diaz-retoma-su-posicion-en-river-en-el-empate-ante-su-exequipo/Z2VTHYMN5NFX7GPREX6WZCR5LE/"
"3","Democracia","Columna de Óscar Guillermo Garretón: ¡A votar por acuerdistas!Exclusivo suscriptor","https://www.latercera.com/opinion/noticia/columna-de-oscar-guillermo-garreton-a-votar-por-acuerdistas/FRXNUGJAM5FQZIBTAEH46GQAHU/"
"4","Reforma tributaria","Columna de Macarena García: ¿Otra reforma tributaria? ¿Otra más? ¿En serio?Exclusivo suscriptor","https://www.latercera.com/opinion/noticia/columna-de-macarena-garcia-otra-reforma-tributaria-otra-mas-en-serio/BHIOLCHKPNFIJERR37FYYCELSM/"
"5","Megaincendio","Columna de Pablo Allard: Reconstruyendo la reconstrucciónExclusivo suscriptor","https://www.latercera.com/opinion/noticia/columna-de-pablo-allard-reconstruyendo-la-reconstruccion/TKIA7G3ZCRE4XIK5PRCLKJEMTI/"
"6","Elon Musk","Elon Musk apuesta por el movimiento MEGA para “Hacer a Europa Grande de Nuevo”","https://www.latercera.com/mundo/noticia/elon-musk-apuesta-por-el-movimiento-mega-para-hacer-a-europa-grande-de-nuevo/FAA5YD45KNAZXABTZ77JFULY4Y/"
"7","San Antonio","Policía Marítima abate a chofer que intentó atropellar a personal naval en Puerto de San Antonio","https://www.latercera.com/nacional/noticia/policia-maritima-abate-a-chofer-que-intento-atropellar-a-personal-naval-en-puerto-de-san-antonio/FR2H33U755DHLI47H2YFRZYY5U/"
"8","Incendios de Viña del Mar","Apuntan a proceso de reconstrucción: los descargos de las autoridades locales a un año del incendio de Viña del Mar","https://www.latercera.com/nacional/noticia/apuntan-a-proceso-de-reconstruccion-los-descargos-de-las-autoridades-locales-a-un-ano-del-incendio-de-vina-del-mar/MSW26RJIWZDVXBNKIJOZOOGZBA/"
"9","Déficit fiscal","Javiera Martínez (Dipres) bajo fuego por déficit fiscal: oficialismo sale a respaldarla aunque pide explicación de Marcel","https://www.latercera.com/politica/noticia/parlamentarios-oficialistas-respaldan-a-javiera-martinez-en-la-dipres-tras-criticas-por-deficit-fiscal-y-deuda-publica-sobre-lo-proyectado/7DZEBB3D3NG7TKB5XOIHUPEW7M/"
"10","Incendio forestal","O’Higgins: declaran alerta amarilla en Lolol por incendio forestal cercano a sectores habitados","https://www.latercera.com/nacional/noticia/ohiggins-declaran-alerta-amarilla-en-lolol-por-incendio-forestal-cercano-a-sectores-habitados/2TNZ5HLTABB45NGMOBDV6ECV3Q/"
"11","México","Presidenta de México afirma que imposición de aranceles de parte de Trump tendrá efectos más graves para EE.UU.","https://www.latercera.com/mundo/noticia/presidenta-de-mexico-afirma-que-imposicion-de-aranceles-de-parte-de-trump-tendra-efectos-mas-graves-para-eeuu/2EVHY426RJE6JI2LMQNNKPP7VU/"
"12","Cancillería","Chile suministrará gas natural al norte de Argentina ante ola de calor en el norte del país","https://www.latercera.com/nacional/noticia/chile-suministrara-gas-natural-al-norte-de-argentina-ante-ola-de-calor-en-el-norte-del-pais/EY2FSIXYPNCT5MMYQFT7IJDZ4M/"
"13","Tenis","La indignación de Massú por la controversial eliminación de Chile luego del golpe a Garin: “Déjense de joder, hue...”","https://www.latercera.com/el-deportivo/noticia/la-indignacion-de-massu-por-la-controversial-eliminacion-de-chile-luego-del-golpe-a-garin-dejense-de-joder-hue/TR5PD6ZB3NFUNNNZ4S63VXGRIQ/"
"14","Catalina Pérez","Diputados de oposición critican nuevas declaraciones de Catalina Pérez y muestran expectativas para su eventual desafuero","https://www.latercera.com/politica/noticia/diputados-de-oposicion-critican-nuevas-declaraciones-de-catalina-perez-y-piden-celeridad-para-su-desafuero/WMMOIDQ375CT7GCNWOU3DSITKM/"
"15","Tenis","¿Qué pasó? El posteo sobre el escándalo que afecto a Garin que “desapareció” de la cuenta de la Copa Davis","https://www.latercera.com/el-deportivo/noticia/que-paso-el-posteo-sobre-el-escandalo-que-afecto-a-garin-que-desaparecio-de-la-cuenta-de-la-copa-davis/QUYPEX44M5G2FDK3WLT5H4KZ7U/"
