"","seccion","titular","enlace_noticia"
"1","Sismo","Temblor hoy, martes 28 de enero en Chile: consulta epicentro y magnitud","https://www.latercera.com/servicios/noticia/temblor-hoy-martes-28-de-enero-en-chile-consulta-epicentro-y-magnitud/Q4M7ZVF5QBBW5HCOJHUYVQ56MM/"
"2","Fútbol","Rod Stewart se anticipa a la UC y confirma concierto en el Claro Arena para el segundo semestre de 2025","https://www.latercera.com/el-deportivo/noticia/rod-stewart-se-anticipa-a-la-uc-y-confirma-concierto-en-el-claro-arena-para-el-segundo-semestre-de-2025/RG3GX6ZUGVGADLXHEXMBHH4SAA/"
"3","Desde la Redacción","Presidenciales: Ignacio Briones se suma a llamado de timonel de Evópoli e insta a cuadrarse tras Matthei","https://www.latercera.com/videopodcast/redaccion/presidenciales-ignacio-briones-se-suma-a-llamado-de-timonel-de-evopoli-e-insta-a-cuadrarse-tras-matthei/"
"4","Casa de Allende","Valencia evita escalar tensión por “silencio” de Fernández y recalca que no corresponde calificar estrategias de defensa","https://www.latercera.com/nacional/noticia/valencia-evita-escalar-tension-por-silencio-de-fernandez-y-recalca-que-no-corresponde-calificar-estrategias-de-defensa/ARGP3B2N3VCAHNIIOZEWHJTW4A/"
"5","La Tercera","Capítulo 153 | Desde la Redacción: entrevista a Ignacio Briones, exministro de Hacienda","https://www.latercera.com/videopodcast/redaccion/capitulo-153-desde-la-redaccion-entrevista-a-ignacio-briones-exministro-de-hacienda/"
"6","Libros","La historia de Neil Gaiman, el autor estrella del género fantástico y del cómic acusado por doce mujeres de abuso sexual","https://www.latercera.com/culto/2025/01/28/la-historia-de-neil-gaiman-el-autor-estrella-del-genero-fantastico-y-del-comic-acusado-por-doce-mujeres-de-abuso-sexual/"
"7","Tren de Aragua","“Hoy quiero darles las gracias a mis hermanos...”: el mensaje del líder de la célula del Tren de Aragua en Chile tras el crimen de Ronald OjedaExclusivo suscriptor","https://www.latercera.com/la-tercera-pm/noticia/hoy-quiero-darles-las-gracias-a-mis-hermanos-el-mensaje-del-lider-de-la-celula-del-tren-de-aragua-en-chile-tras-el-crimen-de-ronald-ojeda/BM4BSS5G2RAF5H77OATWJS2SKQ/"
"8","Casa de Allende","Se abrirá la casa de Allende: senadora e hija del expresidente acceden a que PDI y peritos ingresen a tasar el inmueble de Guardia Vieja Exclusivo suscriptor","https://www.latercera.com/la-tercera-pm/noticia/se-abrira-la-casa-de-allende-senadora-e-hija-del-expresidente-accede-a-que-pdi-y-peritos-ingresen-a-tasar-el-inmueble-de-guardia-vieja/TP5HB6JWZJFO7EWRRG4KE6Q55I/"
"9","La Tercera PM","Claudia di Girolamo declaró ante juez por supuesta amenaza a Simón Pesutic: “Qué poder e interés podría tener yo para destruir la carrera de una persona”Exclusivo suscriptor","https://www.latercera.com/la-tercera-pm/noticia/claudia-di-girolamo-declaro-ante-juez-por-supuesta-amenaza-a-simon-pesutic-que-poder-e-interes-podria-tener-yo-para-destruir-la-carrera-de-una-persona/T6O2B5BGGZFPNNTFST5FH3ZRXM/"
"10","Serbia","Primer ministro serbio dimite en plena oleada de protestas contra la corrupción","https://www.latercera.com/mundo/noticia/primer-ministro-serbio-dimite-en-plena-oleada-de-protestas-contra-la-corrupcion/EK6BZCH4CJB6BPSJRG4PEDEZ6A/"
"11","Salud","Efecto colateral de la baja presupuestaria: Minsal destina $200 millones menos para la campaña de incentivo de vacunaciónExclusivo suscriptor","https://www.latercera.com/la-tercera-pm/noticia/efecto-colateral-de-la-baja-presupuestaria-minsal-destina-200-millones-menos-para-la-campana-de-incentivo-de-vacunacion/UWZD2XA4DZFLHM54IDRUN4LG7M/"
"12","Reforma de Pensiones","Resaca por trasnoche de pensiones: un tercio de los senadores opositores se desmarcó del acuerdo previsionalExclusivo suscriptor","https://www.latercera.com/la-tercera-pm/noticia/resaca-por-trasnoche-de-pensiones-mas-de-un-tercio-de-los-senadores-opositores-se-desmarco-de-acuerdo-previsional/ETVXCKW5LNAQFDZRAH2JZZYPWE/"
"13","La Tercera PM","¡Viva la libertad, carajo! La carrera en la derecha por afianzar nexos con Javier MileiExclusivo suscriptor","https://www.latercera.com/la-tercera-pm/noticia/viva-la-libertad-carajo-la-carrera-en-la-derecha-por-afianzar-nexos-con-javier-milei/M34GIK3CCVD73ACMNFUTAFLOVU/"
"14","LaTerceraPM","Columna de Cristóbal Osorio: A no caer en la “Trumpa”, como PetroExclusivo suscriptor","https://www.latercera.com/opinion/noticia/columna-de-cristobal-osorio-a-no-caer-en-la-trumpa-como-petro/HHC7G7O76ZC4RCEECPEAYLCSO4/"
"15","Elecciones 2025","La reunión que posicionó a Tohá como el “plan A” del PPD para llegar a La Moneda pese a marcar tres puntos en las encuestasExclusivo suscriptor","https://www.latercera.com/la-tercera-pm/noticia/la-reunion-que-posiciono-a-toha-como-el-plan-a-del-ppd-para-llegar-a-la-moneda-pese-a-marcar-tres-puntos-en-las-encuestas/JYNQOSLB5NGGTHJEZDEQM5PFWE/"
