"","seccion","titular","enlace_noticia"
"1","Policial","Joven muere tras ser baleado al interior de su vehículo en San Ramón","https://www.latercera.com/nacional/noticia/joven-muere-tras-ser-baleado-al-interior-de-su-vehiculo-en-san-ramon/3EB732JIDJBJFPC47G65COIZD4/"
"2","Nikola Jokic","Otra noche histórica para Nikola Jokic: el serbio sorprende a la NBA con un espectacular punto que da la vuelta al mundo","https://www.latercera.com/el-deportivo/noticia/otra-noche-historica-para-nikola-jokic-el-serbio-sorprende-a-la-nba-con-un-triple-desde-su-propio-campo/QEE6UMYRKZHZFBGTNNYXEC6PTE/"
"3","Sismo","Temblor hoy, sábado 25 de enero en Chile: consulta epicentro y magnitud","https://www.latercera.com/servicios/noticia/temblor-hoy-sabado-25-de-enero-en-chile-consulta-epicentro-y-magnitud/R3C7NZ2JOZDERF7ZCR27OS6HZI/"
"4","Laboral","Prevención de drogas y alcohol en el trabajo: un desafío para las empresas","https://www.latercera.com/pulso/noticia/prevencion-de-drogas-y-alcohol-en-el-trabajo-un-desafio-para-las-empresas/C75N2FH7QBFNRB2BN5EHT2KTAU/"
"5","Opinión","Columna de Felipe Bunster: “Alcohol y drogas en el contexto laboral: Una amenaza silenciosa”Exclusivo suscriptor","https://www.latercera.com/pulso/noticia/columna-de-felipe-bunster-alcohol-y-drogas-en-el-contexto-laboral-una-amenaza-silenciosa/3RWXSLUWDRCMRADE6VUWRYBYOI/"
"6","Opinión","Columna de Arturo Natho: “90 años innovando al servicio de las personas”Exclusivo suscriptor","https://www.latercera.com/pulso/noticia/columna-de-arturo-natho-90-anos-innovando-al-servicio-de-las-personas/LUDAMWP2CZFIBKTFI3EHCWMUYQ/"
"7","Hub","Encuesta Descifra: solo un 24% ve un balance adecuado entre crecimiento económico y medioambiente","https://www.latercera.com/pulso/noticia/encuesta-descifra-solo-un-24-ve-un-balance-adecuado-entre-crecimiento-economico-y-medioambiente/KV3YBWAUSVA2BBVQATDIUSUDRU/"
"8","Ronald Ojeda","Las huellas de un crimen por encargo desde Caracas","https://www.latercera.com/nacional/noticia/las-huellas-de-un-crimen-por-encargo-desde-caracas/JDHDETXZHNDUPB6ISRDWZA7674/"
"9","Fútbol","La legión chilena se apodera del fútbol argentino y también del Superclásico","https://www.latercera.com/el-deportivo/noticia/la-legion-chilena-se-apodera-del-futbol-argentino-y-tambien-del-superclasico/EP3QG2J37FAB7LEG3BKYMX63RE/"
"10","David Lynch","Columna de Marisol García: David Lynch al oído","https://www.latercera.com/culto/2025/01/25/columna-de-marisol-garcia-david-lynch-al-oido/"
"11","LT Sábado","Columna de Giorgio Jackson: Elon Musk, algoritmos y la democraciaExclusivo suscriptor","https://www.latercera.com/opinion/noticia/columna-de-giorgio-jackson-elon-musk-algoritmos-y-la-democracia/EDIWZBCTABFGJL7J6DZ7F43X6Y/"
"12","Comisión para la Paz","Comisión para la Paz: El “plan B” de La Moneda para evitar nueva prórroga","https://www.latercera.com/nacional/noticia/comision-para-la-paz-el-plan-b-de-la-moneda-para-evitar-nueva-prorroga/WWX4WCAE2ZAPBBDVCXAVWFYSME/"
"13","Prime Target","Columna de Daniela Lagos: Prime Target, la amenaza fantasma","https://www.latercera.com/culto/2025/01/25/columna-de-daniela-lagos-prime-target-la-amenaza-fantasma/"
"14","Supercopa","Columna de Andrés Otero: Salvemos el fútbol","https://www.latercera.com/la-tercera-sabado/noticia/columna-de-andres-otero-salvemos-el-futbol/YUAFRMMVFFEM3PGLVD42SUPYSA/"
"15","Boric","Columna de Mauricio Morales: El proceso transformador, la izquierda sigue con resaca","https://www.latercera.com/la-tercera-sabado/noticia/columna-de-mauricio-morales-el-proceso-transformador-la-izquierda-sigue-con-resaca/5IY6K3Q2WFEGRJY6PJGQ2CETT4/"
