"","seccion","titular","enlace_noticia"
"1","Fútbol","Violencia en el fútbol argentino: agresión a un juez de línea empaña el debut como titular de un chileno","https://www.latercera.com/el-deportivo/noticia/violencia-en-el-futbol-argentino-agresion-a-un-juez-de-linea-empana-el-debut-como-titular-de-un-chileno/63J3ZS5I5RB5HKTT7EHCVCENWI/"
"2","Guerra Medio Oriente","Tras reunión con Netanyahu: Trump dice que Estados Unidos “tomará el control” de la Franja de Gaza","https://www.latercera.com/mundo/noticia/tras-reunion-con-netanyahu-trump-dice-que-estados-unidos-tomara-el-control-de-la-franja-de-gaza/23CIZJUPWNE7VFOA2VYSW2DKRM/"
"3","Incendio forestal","Declaran alerta roja en Ercilla por incendio forestal cercano a viviendas","https://www.latercera.com/nacional/noticia/declaran-alerta-roja-en-ercilla-por-incendio-forestal-cercano-a-viviendas/KE2A5QHRYVFGPCTDLPJFG3KDFY/"
"4","Guerra en Medio Oriente","Trump propone reasentar al pueblo palestino fuera de Gaza","https://www.latercera.com/mundo/noticia/trump-propone-reasentar-al-pueblo-palestino-fuera-de-gaza/Q33TSKC7VVDODM6WLYYO4WYCVA/"
"5","Dipres","Incumplimiento de meta fiscal Exclusivo suscriptor","https://www.latercera.com/opinion/noticia/incumplimiento-de-meta-fiscal/EDIYK76V3BBH7FAUAISOWQGOQU/"
"6","Energía","Colbún y Guacolda acusan que propuesta final para nueva norma de emisiones a carboneras “no se alinea” con Plan de Descarbonización Exclusivo suscriptor","https://www.latercera.com/pulso/noticia/colbun-y-guacolda-acusan-que-propuesta-final-para-nueva-norma-de-emisiones-a-carboneras-no-se-alinea-con-plan-de-descarbonizacion/DZL2Y7E2FNF6HGITXATDH5XXJU/"
"7","Imacec","Proyecciones y responsabilidad políticaExclusivo suscriptor","https://www.latercera.com/opinion/noticia/proyecciones-y-responsabilidad-politica/AGTK6BSRSFCTFPWG2WYLQQJ4NI/"
"8","cáncer","Restricciones en medicamentos Exclusivo suscriptor","https://www.latercera.com/opinion/noticia/restricciones-en-medicamentos/PUYKX4KQBRCETJYUJKZ3SAEFJ4/"
"9","educación continua","“Empleabilidad, longevidad y jubilación”Exclusivo suscriptor","https://www.latercera.com/opinion/noticia/empleabilidad-longevidad-y-jubilacion/7K3VPDQXSZENXCO6UKXTRVNRHE/"
"10","Guerra Comercial","Mercados cierran al alza a pesar de represalias chinas por aranceles impuestos por TrumpExclusivo suscriptor","https://www.latercera.com/pulso/noticia/mercados-cierran-al-alza-a-pesar-de-represalias-chinas-por-aranceles-impuestos-por-trump/KOWBULPOTBGMRLMSN7N3ADQM74/"
"11","Reforma Electoral","Elizalde defiende restricciones electorales a extranjeros y exclusión de quienes tengan “prontuario criminal”Exclusivo suscriptor","https://www.latercera.com/politica/noticia/elizalde-defiende-restricciones-electorales-a-extranjeros-y-exclusion-de-quienes-tengan-prontuario-criminal/CF3C2JOC3BFMNMOPYULXYBQ7SQ/"
"12","Sostenibilidad tributaria","Sostenibilidad tributaria: una oportunidadExclusivo suscriptor","https://www.latercera.com/opinion/noticia/sostenibilidad-tributaria-una-oportunidad/2HZTM2P6XBAY3MC6CVKXIXRKXM/"
"13","Empresas","Venta de viviendas nuevas en la RM cerró el 2024 con caída de 8%, y lejos de los niveles prepandemiaExclusivo suscriptor","https://www.latercera.com/pulso/noticia/venta-de-viviendas-nuevas-en-la-rm-cerro-el-2024-con-caida-de-8-y-lejos-de-los-niveles-prepandemia/LVEDDKG7SNCQNFETF43DGMXXWI/"
"14","Reforma previsional","Reforma previsionalExclusivo suscriptor","https://www.latercera.com/opinion/noticia/reforma-previsional/BLRSSIJ5RJG2VPIV63RXA42FZQ/"
"15","Comisión Presidencial para la Paz y el Entendimiento","Prórroga de la Comisión de Paz y EntendimientoExclusivo suscriptor","https://www.latercera.com/opinion/noticia/prorroga-de-la-comision-de-paz-y-el-entendimiento/BXCR2K2YHVES3PQEDLXXT35S5M/"
