"","seccion","titular","enlace_noticia"
"1","Fútbol","Justicia confirma condena de Robinho a nueve años de cárcel por violación","https://www.latercera.com/el-deportivo/noticia/justicia-confirma-condena-de-robinho-a-nueve-anos-de-carcel-por-violacion/4PCSXO2H35HUTGNS6VTLNBEP4I/"
"2","Música","Harry Styles anuncia nueva fecha para su show en Chile","https://www.latercera.com/culto/2022/01/19/harry-styles-anuncia-nueva-fecha-para-su-show-en-chile/"
"3","Congreso Futuro","Timnit Gebru, la científica etiope despedida por Google: “Huí de una guerra de Etiopía y hoy veo una horrible guerra de odio y desinformación en las redes sociales”","https://www.latercera.com/que-pasa/noticia/timnit-gebru-la-cientifica-etiope-despedida-por-google-hui-de-una-guerra-de-etiopia-y-hoy-veo-una-horrible-guerra-de-odio-y-desinformacion-en-las-redes-sociales/FXKFE2BMAZH4LMR7KKI2DTLPIY/"
"4","Series","Retorno a la Tierra Media: mira el primer adelanto de la serie de El Señor de los Anillos","https://www.latercera.com/culto/2022/01/19/retorno-a-la-tierra-media-mira-el-primer-adelanto-de-la-serie-de-el-senor-de-los-anillos/"
"5","Francia","Macron propone incluir el derecho al aborto y la protección del medioambiente en la Carta Europea de Derechos Fundamentales","https://www.latercera.com/mundo/noticia/macron-propone-incluir-el-derecho-al-aborto-y-la-proteccion-del-medioambiente-en-la-carta-europea-de-derechos-fundamentales/FX7IEBHX7BGITHUPPGM6BYN5H4/"
"6","Coronavirus","OPS afirma que el Covid-19 se está propagando “como nunca antes” en América","https://www.latercera.com/mundo/noticia/ops-afirma-que-el-covid-19-se-esta-propagando-como-nunca-antes-en-america/5FVAMMPGP5F7FG4I3OSJ2C5BP4/"
"7","La Tercera PM","Dos semanas de alza consecutiva y tasa creciente de contagios: la cuarta ola de Covid ya está aquí","https://www.latercera.com/la-tercera-pm/noticia/dos-semanas-de-alza-consecutiva-y-tasa-creciente-de-contagios-la-cuarta-ola-de-covid-ya-esta-aqui-confirma-modelo-de-la-usach/URQNGXVDTNGEBOBNA4GDWWIBKM/"
"8","La Tercera PM","El impacto del Covid-19 en 11 países: Ómicron eleva contagios y acelera procesos de vacunación","https://www.latercera.com/la-tercera-pm/noticia/el-impacto-del-covid-19-en-11-paises-omicron-eleva-contagios-y-acelera-procesos-de-vacunacion/A5LCX7DFJRGNDKXCVGUYNHWMQY/"
"9","La Tercera PM","¿Qué es real y qué es ficción pura en Spencer? Fact checking a la película de Pablo Larraín sobre Lady Di","https://www.latercera.com/culto/2022/01/19/que-es-real-y-que-es-ficcion-pura-en-spencer-fact-checking-a-la-pelicula-de-pablo-larrain-sobre-lady-di/"
"10","La Tercera PM","Los tres momentos de tensión que marcaron la cita entre Boric y Chile Vamos","https://www.latercera.com/la-tercera-pm/noticia/los-tres-momentos-de-tension-que-marcaron-la-cita-entre-boric-y-chile-vamos/7ATTEGN5HZGFXDTR7Y3VJECKMI/"
"11","La Tercera PM","¡Bájate... corre o te matamos!: los detalles del ataque “selectivo” a agricultor asesinado en Angol","https://www.latercera.com/la-tercera-pm/noticia/bajate-corre-o-te-matamos-los-detalles-del-ataque-selectivo-a-agricultor-asesinado-en-angol/RCFOXTPUURF35GQFK76MX3I6GM/"
"12","La Tercera PM","Designación de Irina Karamanos como futura primera dama provoca fisura en el movimiento feminista","https://www.latercera.com/la-tercera-pm/noticia/designacion-de-irina-karamanos-como-futura-primera-dama-provoca-fisura-en-el-movimiento-feminista/P3ZZK4BDPZGZVOM2N2HSF2HLBA/"
"13","Jujutsu Kaisen","El presidente de MBS abordó las posibilidades de una segunda temporada de Jujutsu Kaisen","https://www.latercera.com/mouse/el-presidente-de-mbs-abordo-las-posibilidades-de-una-segunda-temporada-de-jujutsu-kaisen/"
"14","Minería","Piñera: “La mejor forma de combatir las ideas de terminar con el extractivismo o iniciar proceso de decrecimiento es con una minería respetuosa del medio ambiente","https://www.latercera.com/pulso/noticia/pinera-la-mejor-forma-de-combatir-las-ideas-de-terminar-con-el-extractivismo-o-iniciar-proceso-de-decrecimiento-es-con-una-mineria-respetuosa-del-medio-ambiente/WZLC26BUQNHWHPUQFKRBV7PPH4/"
"15","Crisis migratoria","38 casos positivos y sumando: la emergencia sanitaria que afecta a migrantes en albergue de Tarapacá","https://www.latercera.com/la-tercera-pm/noticia/38-casos-positivos-y-sumando-la-emergencia-sanitaria-que-afecta-a-migrantes-en-albergue-de-tarapaca/FYIOAU2MOFEQDBAZ5QO2IET5OI/"
