"","seccion","titular","enlace_noticia"
"1","Presidente Gabriel Boric","Presidente Gabriel Boric llega a Uruguay: sostendrá reuniones con Luis Lacalle y “Pepe” Mujica","https://www.latercera.com/politica/noticia/presidente-gabriel-boric-llega-a-uruguay-sostendra-reuniones-con-luis-lacalle-y-pepe-mujica/CGDIJZF57VD77NYXROICT3SNMI/"
"2","Guerra Medio Oriente","La Autoridad Palestina denuncia una “limpieza étnica” por parte de Israel en Cisjordania y pide ayuda a Estados Unidos","https://www.latercera.com/mundo/noticia/la-autoridad-palestina-denuncia-una-limpieza-etnica-por-parte-de-israel-en-cisjordania-y-pide-ayuda-a-estados-unidos/S6RH6F3BNZCOHDD7CWDD3NENJE/"
"3","Delincuencia","Crimen organizado: Fiscalía de Arica extrae información de 178 teléfonos incautados con tecnología forense digital","https://www.latercera.com/nacional/noticia/crimen-organizado-fiscalia-de-arica-extrae-informacion-de-178-telefonos-incautados-con-tecnologia-forense-digital/KIPLBEJB7JHCBEZVKD2HNKJQIE/"
"4","Gabriel Boric","Vocera de gobierno descarta presencia de Boric en actividades conmemorativas por muerte de Piñera","https://www.latercera.com/politica/noticia/vocera-de-gobierno-descarta-presencia-de-boric-en-actividades-conmemorativas-por-muerte-de-pinera/XWP5XY4RZRC5TO77BHT6X7ZJPA/"
"5","Tenis","Federación de Tenis de Chile exige a la ITF el triunfo de Christian Garin tras la agresión de Zizou Bergs en Copa Davis","https://www.latercera.com/el-deportivo/noticia/federacion-de-tenis-de-chile-exige-a-la-itf-el-triunfo-de-christian-garin-tras-la-agresion-de-zizou-bergs-en-copa-davis/KFCDUHJMMVG4BOO2OGLU6OCOE4/"
"6","Qué Pasa","Cuando los santiaguinos comían palomas: estudio revela cómo estas aves han evolucionado junto a la capital","https://www.latercera.com/que-pasa/noticia/cuando-los-santiaguinos-comian-palomas-estudio-revela-como-estas-aves-han-evolucionado-junto-a-la-capital/NT6LHBS2UNET5CVY6FXK2KSJAU/"
"7","Economía","El Imacec rompe todos los pronósticos y la economía crece a su mayor ritmo en casi tres años","https://www.latercera.com/pulso/noticia/imacec-diciembre-2024/725J5BUYURFSPHBZYA7L5HASEI/"
"8","Incendio","A un año del megaincendio en Valparaíso: gobierno reconoce que lenta reconstrucción “no es algo para estar conformes”","https://www.latercera.com/politica/noticia/a-un-ano-del-megaincendio-en-valparaiso-gobierno-reconoce-no-estar-conforme-con-la-reconstruccion/6FM2LPJRPNGP7JN6KJ2MA7EOJE/"
"9","Tenis","Yasmani Acosta sale en defensa de Christian Garin tras el bochorno en la Copa Davis","https://www.latercera.com/el-deportivo/noticia/yasmani-acosta-sale-en-defensa-de-christian-garin-tras-el-bochorno-en-la-copa-davis/G5SAPYUO3RAG3DFX7M56WNUA44/"
"10","Donald Trump","Países de la Unión Europea cierran filas ante las amenazas de Trump sin entrar en una guerra comercial","https://www.latercera.com/mundo/noticia/paises-de-la-union-europea-cierran-filas-ante-las-amenazas-de-trump-sin-entrar-en-una-guerra-comercial/X7ENIOPREVEU5JUUA2QLM36CR4/"
"11","Economía","Inflación de la eurozona sube más de lo esperado​​​​​​​​ ​​durante enero","https://www.latercera.com/pulso/noticia/inflacion-de-la-eurozona-sube-mas-de-lo-esperado-durante-enero/OMVRMIKUG5EJPJVKQXNTRVQMAE/"
"12","Salud","Mercado negro en alza: decomisos de medicamentos aumentan un 31,4% en la RM el último añoExclusivo suscriptor","https://www.latercera.com/nacional/noticia/mercado-negro-en-alza-decomisos-de-medicamentos-aumentan-un-314-en-la-rm-el-ultimo-ano/CTSC4DLMLZGCRHET5RAOS4HPNE/"
"13","Salud","“No es posible diferenciar el gasto ni el uso del plan piloto”: falta de datos del Minsal genera críticas a la reforma de salud        Exclusivo suscriptor","https://www.latercera.com/nacional/noticia/no-es-posible-diferenciar-el-gasto-ni-el-uso-del-plan-piloto-falta-de-datos-del-minsal-genera-criticas-a-la-reforma-de-salud/VDMCVMI7UJBDVH2GJJ36HUKNT4/"
"14","Policial","Radiografía a las encerronas en la RM: informe de la PDI muestra las comunas más afectadas y el horario en que sucedenExclusivo suscriptor","https://www.latercera.com/nacional/noticia/radiografia-a-las-encerronas-en-la-rm-informe-de-la-pdi-muestra-las-comunas-mas-afectadas-y-el-horario-en-que-suceden/RXL57AQGYRFUVBRYI4COT46RIA/"
"15","Congreso","Los proyectos que quedaron pendientes en el Congreso y que se posicionan como prioridad para marzoExclusivo suscriptor","https://www.latercera.com/politica/noticia/los-proyectos-que-quedaron-pendientes-en-el-congreso-y-que-se-posicionan-como-prioridad-para-marzo/BITAOHBO45HHZFUKG43VVIUQIY/"
