"","seccion","titular","enlace_noticia"
"1","Música","Crítica de discos: los universos de The Weeknd, Sharon Van Etten y Colombina Parra & Silvio Paredes","https://www.latercera.com/culto/2025/02/08/critica-de-discos-los-universos-de-the-weeknd-sharon-van-etten-y-colombina-parra-silvio-paredes/"
"2","Libros","Elogiada en el mundo, pero inestable en lo laboral: el variado panorama de la ilustración en Chile","https://www.latercera.com/culto/2025/02/08/elogiada-en-el-mundo-pero-inestable-en-lo-laboral-el-variado-panorama-de-la-ilustracion-en-chile/"
"3","Música","Columna de Marisol García: Quién preserva la música chilena","https://www.latercera.com/culto/2025/02/08/columna-de-marisol-garcia-quien-preserva-la-musica-chilena/"
"4","Series","Columna de Daniela Lagos: Vinagre de Manzana, el negocio de las mentiras","https://www.latercera.com/culto/2025/02/08/columna-de-daniela-lagos-vinagre-de-manzana-el-negocio-de-las-mentiras/"
"5","Fútbol","La Selección salta a la cancha a rendir su primer examen del año","https://www.latercera.com/el-deportivo/noticia/la-seleccion-salta-a-la-cancha-a-rendir-su-primer-examen-del-ano/PRFHPZI5YZH6NDNMURTG3BFHVY/"
"6","Música","Soulfía: “Mucha gente decía que (las pifias en Lo Prado) no es una cosa de géneros, pero yo creo rotundamente que sí lo es”","https://www.latercera.com/culto/2025/02/08/soulfia-mucha-gente-decia-que-las-pifias-en-lo-prado-no-es-una-cosa-de-generos-pero-yo-creo-rotundamente-que-si-lo-es/"
"7","Ecuador","Columna de Wladimir Sierra Freire: Ecuador, entre el temor y la desesperanza","https://www.latercera.com/la-tercera-sabado/noticia/columna-de-wladimir-sierra-freire-ecuador-entre-el-temor-y-la-desesperanza/5O5HGWBKDFCPDKQU3NQZJ3RMDQ/"
"8","Cine","La nueva cinta sobre Capitán América: “Con Harrison Ford tuvimos una colaboración muy fructífera”","https://www.latercera.com/culto/2025/02/08/la-nueva-cinta-sobre-capitan-america-con-harrison-ford-tuvimos-una-colaboracion-muy-fructifera/"
"9","Diego Borja","Diego Borja, candidato a vicepresidente de Ecuador: “El país está viviendo el momento más trágico de su historia republicana”","https://www.latercera.com/mundo/noticia/diego-borja-candidato-a-vicepresidente-de-ecuador-el-pais-esta-viviendo-el-momento-mas-tragico-de-su-historia-republicana/MCTXJUEKFNGWPIBTRZLVSWH6IY/"
"10","Claudio Grossman","Claudio Grossman: “El crimen de Ojeda es parte de un patrón de acción contra los opositores al régimen venezolano”","https://www.latercera.com/nacional/noticia/claudio-grossman-el-crimen-de-ojeda-es-parte-de-un-patron-de-accion-contra-los-opositores-al-regimen-venezolano/5FZC7QAPORBZFE23ZA4VKLDUHA/"
"11","LT Sábado","Un millón de  extranjeros cumplirá requisitos para votar en elecciones de este año","https://www.latercera.com/politica/noticia/un-millon-de-extranjeros-cumplira-requisitos-para-votar-en-elecciones-de-este-ano/YCDSNGBLYZFB5GYZCOUXSVUTDI/"
"12","Donald Trump","El vendaval Trump en sus primeras tres semanas en la Casa Blanca","https://www.latercera.com/mundo/noticia/el-vendaval-trump-en-sus-primeras-tres-semanas-en-la-casa-blanca/A2TL2SKN65FT5DHMKX5OSIDACQ/"
"13","Karate","El curioso obstáculo que frena  la gran meta de Valentina Toro","https://www.latercera.com/el-deportivo/noticia/el-curioso-obstaculo-que-frena-la-gran-meta-de-valentina-toro/G3BSYCMZVVHMDCZO42V5IJJQ2Y/"
"14","Generación Beta","Columna de Alejandro Silberstein: Nace la generación beta, ¿el fín de las decisiones humanas?","https://www.latercera.com/la-tercera-sabado/noticia/columna-de-alejandro-silberstein-nace-la-generacion-beta-el-fin-de-las-decisiones-humanas/GAR3FH2YWJELXOOW73QKLLBFOI/"
"15","Europa","Las razones tras el ascenso de la extrema derecha en Europa","https://www.latercera.com/mundo/noticia/las-razones-tras-el-ascenso-de-la-extrema-derecha-en-europa/7QP6VVH5FVFB3ITPA37VTUX3ZI/"
