"","seccion","titular","enlace_noticia"
"1","Reforma de pensiones","Cómo llega la reforma de pensiones a la Sala del Senado: votación del proyecto comenzará este lunes","https://www.latercera.com/pulso/noticia/como-llega-la-reforma-de-pensiones-a-la-sala-del-senado-votacion-del-proyecto-comenzara-este-lunes/E7ITX5VWENDONBKT66ZJUIJGUM/"
"2","Qué Pasa","¿Cuántos días toma adoptar hábitos saludables?","https://www.latercera.com/que-pasa/noticia/cuantos-dias-toma-adoptar-habitos-saludables/LZI2LNA2FRG2DDALSJRAU2TIRM/"
"3","Tenis","Jannik Sinner conquista un nuevo Abierto de Australia a costa de Zverev","https://www.latercera.com/el-deportivo/noticia/jannik-sinner-conquista-un-nuevo-abierto-de-australia-a-costa-de-zverev/4SAUISQTZBHEXNNJ3CRT7Z7YJA/"
"4","Fútbol","La conmovedora reaparición de Edgardo Bauza tras sufrir una dura enfermedad neurodegenerativa","https://www.latercera.com/el-deportivo/noticia/la-conmovedora-reaparicion-de-edgardo-bauza-tras-sufrir-una-dura-enfermedad-neurodegenerativa/6IZIVM3SQREERG2EW6ZHBECVT4/"
"5","Colombia","Presidente de Colombia desautoriza entrada de aviones con inmigrantes deportados desde EE.UU.","https://www.latercera.com/mundo/noticia/presidente-de-colombia-desautoriza-entrada-de-aviones-con-inmigrantes-deportados-desde-eeuu/HP6SVAJB3BCSPNPF3V23RJE6TQ/"
"6","Columna","Talento Verde: La Clave del Futuro Sustentable de Chile Comienza en las Aulas","https://www.latercera.com/pulso/noticia/talento-verde-la-clave-del-futuro-sustentable-de-chile-comienza-en-las-aulas/Z4MCBRPK7BCWHNAPHGUSLTC3VU/"
"7","Festival de Las Condes","Última noche del Festival de Las Condes: el humor de Bombo Fica, los clásicos de Paloma San Basilio y el ritmo de Américo","https://www.latercera.com/culto/2025/01/26/ultima-noche-del-festival-de-las-condes-el-humor-de-bombo-fica-los-clasicos-de-paloma-san-basilio-y-el-ritmo-de-americo/"
"8","Fútbol","Con Luciano Arriagada en cancha: batalla campal se toma partido en el fútbol brasileño","https://www.latercera.com/el-deportivo/noticia/con-luciano-arriagada-en-cancha-batalla-campal-se-toma-partido-en-el-futbol-brasileno/DNYKAKK5P5A5FCWFIX6WQKX37U/"
"9","Mascotas","¿Son más inteligentes los perros o los gatos? Esto dice la ciencia","https://www.latercera.com/tendencias/noticia/son-mas-inteligentes-los-perros-o-los-gatos-esto-dice-la-ciencia/MN6ZT5NTGJH6JMJHYACFOLVPYA/"
"10","Corea del Sur","La Fiscalía de Corea del Sur imputa por insurrección al suspendido presidente Yoon Suk Yeol","https://www.latercera.com/mundo/noticia/la-fiscalia-de-corea-del-sur-imputa-por-insurreccion-al-suspendido-presidente-yoon-suk-yeol/CAB5FLJWXFEGTKAKCDL2XZGGU4/"
"11","Sociedad","Los 4 patrones psicológicos que llevan a tomar malas decisiones con el dinero","https://www.latercera.com/tendencias/noticia/los-4-patrones-psicologicos-que-llevan-a-tomar-malas-decisiones-con-el-dinero/A7KTLBT7LBDLLK7RHSX6IINS7Q/"
"12","Policial","Capturan a presunto autor de homicidio en Recoleta: víctima fue baleada en su domicilio","https://www.latercera.com/nacional/noticia/capturan-a-presunto-autor-de-homicidio-en-recoleta-victima-fue-baleada-en-su-domicilio/4AGO6JJJOFHTJPJDKHSFWC6TRU/"
"13","Blanca Lewin","Patio de Chacales, horror y suspenso en el Chile de 1975","https://www.latercera.com/culto/2025/01/26/patio-de-chacales-horror-y-suspenso-en-el-chile-de-1975/"
"14","Guerra en Medio Oriente","Quién es Arbel Yehud, la rehén que Israel acusa a Hamas de no haber liberado durante el acuerdo de alto al fuego","https://www.latercera.com/mundo/noticia/quien-es-arbel-yehud-la-rehen-que-israel-acusa-a-hamas-de-no-haber-liberado-durante-el-acuerdo-de-alto-al-fuego/4S2E7DKHTFEVVCGM5JEZXTWKZE/"
"15","Fútbol","Dónde ver en vivo el partido de Udinese vs. Roma por TV y online","https://www.latercera.com/servicios/noticia/donde-ver-en-vivo-el-partido-de-udinese-vs-roma-por-tv-y-online/LSOT2M6AYFGC7MQKQGTAEYWYWY/"
