"","seccion","titular","enlace_noticia"
"1","Reforma previsional","Arturo Cifuentes: “Esta reforma es un golpe violento al sistema de capitalización individual”","https://www.latercera.com/pulso/noticia/arturo-cifuentes-esta-reforma-es-un-golpe-violento-al-sistema-de-capitalizacion-individual/2DLD3UGJEFGTBCGWEQJF5V2BW4/"
"2","Reforma previsional","El efecto de la reforma de pensiones en el crecimiento económico y el mercado de capitales","https://www.latercera.com/pulso/noticia/el-efecto-de-la-reforma-de-pensiones-en-el-crecimiento-economico-y-el-mercado-de-capitales/DZJPKH4KBJDELLDMPWLPXTHSQY/"
"3","Monet Talks","Sebastián Piñera, según Nicolás Noguera","https://www.latercera.com/pulso/noticia/sebastian-pinera-segun-nicolas-noguera/K5B63RHSHZHA7HSYO6OLCWOZHU/"
"4","Comercio exterior","Los beneficios del acuerdo de modernización entre Chile y la UE que rige desde hoy","https://www.latercera.com/pulso/noticia/los-beneficios-del-acuerdo-de-modernizacion-entre-chile-y-la-ue-que-rige-desde-hoy/5SEBJIOE6ZCZDEY2FTU7DPCCHM/"
"5","Opinión","Columna de Joaquín Vial: “Esperanza de luz en el eterno túnel de las pensiones”Exclusivo suscriptor","https://www.latercera.com/pulso/noticia/columna-de-joaquin-vial-esperanza-de-luz-en-el-eterno-tunel-de-las-pensiones/IGSGIJQVVJEG7J2KCR4EOKQBMY/"
"6","Fútbol","En helicóptero y entre lágrimas: así fue la emocionante presentación de Neymar en Santos","https://www.latercera.com/el-deportivo/noticia/en-helicoptero-y-entre-lagrimas-asi-fue-la-emocionante-presentacion-de-neymar-en-santos/X5LKUXFATZCKVD2JLAQSJFTAKY/"
"7","Venezuela","Liberan a seis estadounidenses detenidos en Venezuela tras reunión de enviado especial de Trump con Maduro","https://www.latercera.com/mundo/noticia/enviado-especial-de-liberan-a-seis-estadounidenses-detenidos-en-venezuela-tras-reunion-de-enviado-especial-de-trump-con-maduro/KBIMG4MRHJBIFCBPVCLDEFP32E/"
"8","Estados Unidos","Otro accidente aéreo en EE.UU: avión ambulancia cae en sector urbano de Filadelfia y deja seis muertos","https://www.latercera.com/mundo/noticia/otro-accidente-aereo-en-eeuu-avion-ambulancia-cae-en-sector-urbano-de-filadelfia-y-deja-seis-muertos/LHHBQHMUQVCYZG33GFAONNOHEE/"
"9","Fútbol","Una Sub 20 ya clasificada cierra la fase grupal del Sudamericano con una caída ante Paraguay","https://www.latercera.com/el-deportivo/noticia/una-sub-20-ya-clasificada-cierra-la-fase-grupal-del-sudamericano-con-una-caida-ante-paraguay/7SXGKDT3TJBRDNTH4JFJWBRW2U/"
"10","Policial","Operativo deja 13 detenidos en casino clandestino de La Cisterna","https://www.latercera.com/nacional/noticia/operativo-deja-13-detenidos-en-casino-clandestino-de-la-cisterna/YSGVEVIXTNCPDMYJLL2M3VRRE4/"
"11","Fútbol","Pudo ser el empate: la increíble ocasión de gol que desperdició Damián Pizarro ante Paraguay en el Sudamericano Sub 20","https://www.latercera.com/el-deportivo/noticia/casi-en-el-punto-penal-la-increible-ocasion-de-gol-que-desperdicio-damian-pizarro-en-el-sudamericano-sub-20/S3323HLJWRHKFID43OHGX7WQBI/"
"12","EE.UU.","Trump tras reunión de su enviado especial con Maduro: “Veremos qué podemos hacer para arreglar situación en Venezuela”","https://www.latercera.com/mundo/noticia/trump-tras-reunion-de-su-enviado-especial-con-maduro-veremos-que-podemos-hacer-para-arreglar-situacion-en-venezuela/RJRNBH6NZ5FZZDJF5I3JSJBYTI/"
"13","Megaincendio","A un año del megaincendio en Valparaíso: las impactantes imágenes del durante y el después de las zonas más afectadas","https://www.latercera.com/nacional/noticia/a-un-ano-del-megaincendio-en-valparaiso-las-impactantes-imagenes-del-durante-y-el-despues-de-las-zonas-mas-afectadas/E3XFDAIKZJFR7FXBKQCZGJCNFE/"
"14","Ecuador","Elecciones en Ecuador: Bajo entusiasmo y alta polarización marcan recta final de campaña","https://www.latercera.com/mundo/noticia/elecciones-en-ecuador-bajo-entusiasmo-y-alta-polarizacion-marcan-recta-final-de-campana/WWRY3ZKGHFH6RIFYKYCYHJRMRA/"
"15","Correos de los Lectores","Reforma aprobada, luces y nubarronesExclusivo suscriptor","https://www.latercera.com/opinion/noticia/reforma-aprobada-luces-y-nubarrones/KJ2O4JCJ65B5HPTW6IZKWLBV2M/"
