"","seccion","titular","enlace_noticia"
"1","Vlado Mirosevic","Con ejes en crecimiento, modernización y seguridad: Vlado Mirosevic alista despliegue para su campaña en la carrera","https://www.latercera.com/politica/noticia/con-ejes-en-crecimiento-modernizacion-y-seguridad-vlado-mirosevic-alista-despliegue-para-su-campana-en-la-carrera/TISUIFE7CVC43LS2PPUKQC6CWA/"
"2","Fútbol","Dónde ver en vivo a Manchester City vs. Chelsea por TV y online","https://www.latercera.com/servicios/noticia/donde-ver-en-vivo-a-manchester-city-vs-chelsea-por-tv-y-online/SEKRTCHCKBCHDO3V25XLWPLASY/"
"3","Guerra Medio Oriente","Israel paraliza el retorno al norte de Gaza tras acusar a Hamas de incumplir parte del acuerdo","https://www.latercera.com/mundo/noticia/israel-paraliza-el-retorno-al-norte-de-gaza-tras-acusar-a-hamas-de-incumplir-parte-del-acuerdo/PNTSPLIOMRGRDFI2OEVF4FIXCQ/"
"4","Tenis","Sorpresa en el Abierto de Australia: Madison Keys derrota a Sabalenka y gana su primer Grand Slam","https://www.latercera.com/el-deportivo/noticia/sorpresa-en-el-abierto-de-australia-madison-keys-derrota-a-sabalenka-y-gana-su-primer-grand-slam/CCY2K26JIRBR3EDI7N2F4W46ZI/"
"5","Fútbol","Un nuevo retorno: este lunes se define el regreso de Emiliano Amor a Colo Colo","https://www.latercera.com/el-deportivo/noticia/un-nuevo-retorno-este-lunes-se-define-el-regreso-de-emiliano-amor-a-colo-colo/Z2HPQO66BZFWJBXUFEWTBIWHMA/"
"6","Judicial","Tribunal condena a presidio perpetuo a dos imputados por secuestro con homicidio en Sagrada Familia","https://www.latercera.com/nacional/noticia/tribunal-condena-a-presidio-perpetuo-a-dos-imputados-por-secuestro-con-homicidio-en-sagrada-familia/ICVHAAIVPJCE7NSC7GMAQOWC7Q/"
"7","Armada","Una mujer asume como capitán de puerto por primera vez en la historia de la Armada de Chile","https://www.latercera.com/nacional/noticia/una-mujer-asume-como-capitan-de-puerto-por-primera-vez-en-la-historia-de-la-armada-de-chile/FUD7QNCVR5CFNL4FAGTPGPBQGQ/"
"8","Fútbol","El sexto refuerzo para Gustavo Álvarez: la U oficializa a Rodrigo Contreras mientras espera por otro centrodelantero","https://www.latercera.com/el-deportivo/noticia/el-sexto-refuerzo-para-gustavo-alvarez-la-u-oficializa-a-rodrigo-contreras-mientras-espera-por-otro-centrodelantero/EI2Y7GCHG5F65BDV6BIIJBCEUQ/"
"9","Judicial","Responsables de ola de delitos violentos en Curicó fueron condenados a 24 y 15 años de presidio","https://www.latercera.com/nacional/noticia/responsables-de-ola-de-delitos-violentos-en-curico-fueron-condenados-a-24-y-15-anos-de-presidio/IUJ6DNHPFBDDLGUIU5DLCXO2FE/"
"10","Incendio","Incendio en San Javier ya ha afectado 1.200 hectáreas","https://www.latercera.com/nacional/noticia/incendio-en-san-javier-ya-ha-afectado-1200-hectareas/DXPOPYNIJRAYHIAAMS5Q7NPRMA/"
"11","Magazine","Revisa aquí la fallida rutina de Juan Pablo Flores en el Festival de Las Condes","https://www.latercera.com/culto/2025/01/25/revisa-aqui-la-fallida-rutina-de-juan-pablo-flores-en-el-festival-de-las-condes/"
"12","Corea del Sur","Un tribunal vuelve a rechazar la prorroga de la orden de arresto contra el suspendido presidente Yoon","https://www.latercera.com/mundo/noticia/un-tribunal-vuelve-a-rechazar-la-prorroga-de-la-orden-de-arresto-contra-el-suspendido-presidente-yoon/W4VJV54ZMJBATGTKNUAKSWQMXM/"
"13","Televisión","Festival de Las Condes 2025: artistas de hoy, sábado 25 de enero","https://www.latercera.com/servicios/noticia/festival-de-las-condes-2025-artistas-de-hoy-sabado-25-de-enero/OQ7FW3UQWZDEVMJK6PTEKRKDXI/"
"14","Festival de Las Condes","Primera noche del Festival de Las Condes: el romanticismo de Alex Ubago, fracaso de JP Flores y la fiesta de Karen Paola","https://www.latercera.com/culto/2025/01/25/primera-noche-del-festival-de-las-condes-el-romanticismo-de-alex-ubago-fracaso-de-jp-flores-y-la-fiesta-de-karen-paola/"
"15","Guerra Medio Oriente","Israel comienza la liberación de 200 presos palestinos a cambio de las cuatro rehenes israelíes","https://www.latercera.com/mundo/noticia/israel-comienza-la-liberacion-de-200-presos-palestinos-a-cambio-de-las-cuatro-rehenes-israelies/LSHIPW54VBCI5KHUCM2UL37R2A/"
