"","seccion","titular","enlace_noticia"
"1","Tiempo","El tiempo en Santiago hoy, domingo 23 de febrero","https://www.latercera.com/servicios/noticia/el-tiempo-en-santiago-hoy-domingo-23-de-febrero/R4CQIJYXDNDU5PHUSVNNVICPHA/"
"2","Festival de Viña del Mar","Bocelli, Los Prisioneros, Coco Legrand y Bolocco: chilenos eligen sus favoritos del Festival de Viña del MarExclusivo suscriptor","https://www.latercera.com/la-tercera-domingo/noticia/bocelli-los-prisioneros-coco-legrand-y-bolocco-chilenos-eligen-sus-favoritos-del-festival-de-vina-del-mar/SHTEXEZ26VAGDPBOZ43YPML634/"
"3","Ricardo Lagos Weber","Ricardo Lagos Weber (PPD): “Bachelet está sometida a una gran presión y no podemos seguir girando a costa de los mismos liderazgos”Exclusivo suscriptor","https://www.latercera.com/la-tercera-domingo/noticia/ricardo-lagos-weber-ppd-bachelet-esta-sometida-a-una-gran-presion-y-no-podemos-seguir-girando-a-costa-de-los-mismos-liderazgos/5KWP7D52QFDXHE3IXERQHJDYGY/"
"4","Minería","Acuerdo Codelco-Anglo American: La historia de un largo viaje de más de una décadaExclusivo suscriptor","https://www.latercera.com/pulso/noticia/acuerdo-codelco-anglo-american-la-historia-de-un-largo-viaje-de-mas-de-una-decada/FPCUBU4ISBEDDLJHDUNM6VXUDI/"
"5","LT Domingo","De qué y de quiénes vamos a hablar este 2025Exclusivo suscriptor","https://www.latercera.com/la-tercera-domingo/noticia/de-que-y-de-quienes-vamos-a-hablar-este-2025/CFGEX2N3WZEONOZKDT4OZO74TU/"
"6","Mario Desbordes","El bautismo de fuego que enfrenta Mario Desbordes en SantiagoExclusivo suscriptor","https://www.latercera.com/la-tercera-domingo/noticia/el-bautismo-de-fuego-que-enfrenta-mario-desbordes-en-santiago/CQ3U335AIRG65JNNIX2BOG7XSQ/"
"7","Argentina","¿Golpe al corazón del libertarismo argentino?: Crisis de $Libra sacude por primera vez al “triángulo de hierro”Exclusivo suscriptor","https://www.latercera.com/la-tercera-domingo/noticia/golpe-al-corazon-del-libertarismo-argentino-crisis-de-libra-sacude-por-primera-vez-al-triangulo-de-hierro/DXE4A6VO6RDJDNEOAVFD6637JU/"
"8","Gladys Marín","Enfermedad y muerte de Gladys Marín: “La noche sin aurora”Exclusivo suscriptor","https://www.latercera.com/la-tercera-domingo/noticia/enfermedad-y-muerte-de-gladys-marin-la-noche-sin-aurora/Q266243ROFFZLNU2VDI2GLEYUY/"
"9","Gladys Marín","Gladys Marín tras la desaparición de su esposo: Las lágrimas que guardóExclusivo suscriptor","https://www.latercera.com/la-tercera-domingo/noticia/gladys-marin-tras-la-desaparicion-de-su-esposo-las-lagrimas-que-guardo/L2SPWOBFCFGFNKSKGXUKJHRKOM/"
"10","Guerra en Ucrania","Dmytro Kuleba: “La motivación de Putin no es terminar la guerra, es ganar tiempo para alcanzar la destrucción de Ucrania”Exclusivo suscriptor","https://www.latercera.com/la-tercera-domingo/noticia/dmytro-kuleba-la-motivacion-de-putin-no-es-terminar-la-guerra-es-ganar-tiempo-para-alcanzar-la-destruccion-de-ucrania/VXXFFJ3AO5GPRD7FWXT5MSV3VE/"
"11","Capitán Yáber","Los días de encierro de Álvaro Jalaff, Daniel Sauer y Francisco Coeymans en Capitán YáberExclusivo suscriptor","https://www.latercera.com/pulso/noticia/los-dias-de-encierro-de-alvaro-jalaff-daniel-sauer-y-francisco-coeymans-en-capitan-yaber/MJMKVSDDXRB4HK45QS3PQJOXEI/"
"12","Humor","La revancha del humor incorrectoExclusivo suscriptor","https://www.latercera.com/la-tercera-domingo/noticia/la-revancha-del-humor-incorrecto/BRTYCE55W5DSZIYAL3PA7IMHYQ/"
"13","Hacienda","Traspaso de recursos desde Corfo: la ¿artificial? polémica que golpeó a Marcel y movilizó al gobiernoExclusivo suscriptor","https://www.latercera.com/pulso/noticia/traspaso-de-recursos-desde-corfo-la-artificial-polemica-que-golpeo-a-marcel-y-movilizo-al-gobierno/5ZE6TRXNFRD47PLXTH67DWUO4U/"
"14","Guerra en Ucrania","La Casa Blanca asegura que el acuerdo entre Ucrania y Rusia puede conseguirse esta semana","https://www.latercera.com/mundo/noticia/la-casa-blanca-asegura-que-el-acuerdo-entre-ucrania-y-rusia-puede-conseguirse-esta-semana/SZ5KCEPPKZA7XOMVDDSHEP3QP4/"
"15","Negocios","La pausada llegada de los petrodólares: El avance de la inversión de los países del Golfo Pérsico en ChileExclusivo suscriptor","https://www.latercera.com/pulso/noticia/la-pausada-llegada-de-los-petrodolares-el-avance-de-la-inversion-de-los-paises-del-golfo-persico-en-chile/KCHIINRQ5BDR7JOCSR6CCVWIPE/"
