"","seccion","titular","enlace_noticia"
"1","Frente Amplio","Columna de Cristián Valdivieso: Michelle Bachelet, el mejor medio para los fines del Frente Amplio  Exclusivo suscriptor","https://www.latercera.com/opinion/noticia/columna-de-cristian-valdivieso-michelle-bachelet-el-mejor-medio-para-los-fines-del-frente-amplio/Y64YWTWKEBF4HIEXLEL3IHWIBA/"
"2","Ministerio de Hacienda","Columna de César Barros: Los proyectoresExclusivo suscriptor","https://www.latercera.com/opinion/noticia/columna-de-cesar-barros-los-proyectores/NZPUF77EKJCEBAYCMUKEP67LLE/"
"3","gasto público","Columna de Gonzalo Martner: ¿Nuevos recortes de gasto público?Exclusivo suscriptor","https://www.latercera.com/opinion/noticia/columna-de-gonzalo-martner-nuevos-recortes-de-gasto-publico/XQJSOKSG5NB45OFGEK3PEQGY54/"
"4","gasto fiscal","Columna de Jorge Hermann: El legado fiscal de Mario MarcelExclusivo suscriptor","https://www.latercera.com/opinion/noticia/columna-de-jorge-hermann-el-legado-fiscal-de-mario-marcel/WXVDVYQN5JAPZOJVXQYN36PAOY/"
"5","Presentado por Claro","Renovación de red móvil de Claro con 1.200 nuevos sitios mejora resultados en satisfacción","https://www.latercera.com/laboratoriodecontenidos/noticia/renovacion-de-red-movil-de-claro-con-1200-nuevos-sitios-mejora-resultados-en-satisfaccion/L7Y5WGQB55CEPLXH3BPJ6ANRVE/"
"6","Fútbol","Con una inusual discusión por un penal: Alexis Sánchez vuelve a ser titular en victoria del Udinese","https://www.latercera.com/el-deportivo/noticia/con-una-inusual-discusion-por-un-penal-alexis-sanchez-vuelve-a-ser-titular-en-victoria-del-udinese/S6REJZUOVJAXZO5EWDTUL24CEQ/"
"7","Ronald Ojeda","Cordero por petición de familia de Ronald Ojeda para investigar al gobierno: el Estado ha sido lo “suficientemente diligente”","https://www.latercera.com/nacional/noticia/cordero-por-peticion-de-investigar-al-gobierno-de-familia-de-ronald-ojeda-el-estado-ha-sido-lo-suficientemente-diligente/MUO3HEUM5RC5HPBTCLJNHPHCCE/"
"8","Pesca","Chile logra aumento récord en la cuota del jurel 2025 en la OROP-PS","https://www.latercera.com/pulso/noticia/chile-logra-aumento-record-en-la-cuota-del-jurel-2025-en-la-orop-ps/AE4DJO7SNRCONNLJDWW65RUO3M/"
"9","Fútbol","Con Alexis Sánchez en la discusión: la insólita pelea por patear un penal en Udinese","https://www.latercera.com/el-deportivo/noticia/con-alexis-sanchez-en-la-discusion-la-insolita-pelea-por-patear-un-penal-en-udinese/EOWZDXIIFVGANIW3YFRQXKACFU/"
"10","Fútbol","La cartelera deportiva del fin de semana","https://www.latercera.com/el-deportivo/noticia/la-cartelera-deportiva-del-fin-de-semana/DTDTK2XVQBH5RNDOSVL6TI3VKI/"
"11","Incendios","Cerca de 800 hectáreas de bosque nativo quemadas: autoridades realizan balance por incendio forestal en Coihueco","https://www.latercera.com/nacional/noticia/mas-de-800-hectareas-de-bosque-nativo-autoridades-realizan-balance-por-incendio-forestal-en-coihueco/DM7TDOY7YBHUNIZ7QAQJWCVG7U/"
"12","Mercados","Wall Street cierra con baja pronunciada y el IPSA terminó con su racha semanal de ganancias","https://www.latercera.com/pulso/noticia/wall-street-cae-y-el-ipsa-podria-terminar-con-su-racha-semanal-de-ganancias/3N5PLDGAMNB65KFOTXH24OW3ZQ/"
"13","Fútbol","La temporada final de Chupete Suazo (rumbo a los 44 años): los “viejos rockeros” que animan el Ascenso 2025","https://www.latercera.com/el-deportivo/noticia/la-temporada-final-de-chupete-suazo-rumbo-a-los-44-anos-los-viejos-rockeros-que-animan-el-ascenso-2025/Z2CFPIUCA5D6VE5LEZJPGU6ZHE/"
"14","Victoria","Juzgado modifica cautelares de alcalde de Victoria y Seremi de la Mujer apelará la decisión","https://www.latercera.com/nacional/noticia/juzgado-modifica-cautelares-de-alcalde-de-victoria-y-seremi-de-la-mujer-apelara-la-decision/UPNW5VBZEVBKZG7F5XUC5G6UQU/"
"15","La Tercera","Capítulo 171 | Desde la Redacción: entrevista al embajador de Ucrania en Chile, Yurii Diudin","https://www.latercera.com/videopodcast/redaccion/capitulo-171-desde-la-redaccion-entrevista-al-embajador-de-ucrania-en-chile-yurii-diudin/"
