"","seccion","titular","enlace_noticia"
"1","Fútbol","En Brasil ponen en duda la continuidad de Eduardo Vargas en el Atlético Mineiro","https://www.latercera.com/el-deportivo/noticia/en-brasil-ponen-en-duda-la-continuidad-de-eduardo-vargas-en-el-atletico-mineiro/4KMMMAHQEFBNBPT6PV4Q5WKZ3A/"
"2","Fútbol","Felipe Gallegos suma 90 minutos en Grecia mientras la U lo espera","https://www.latercera.com/el-deportivo/noticia/felipe-gallegos-suma-90-minutos-en-grecia-mientras-la-u-lo-espera/4T7N5J253RDQBGHTG3CF5YXWZY/"
"3","Fútbol","El Tribunal de Disciplina de la ANFP otorga duro castigo a Cristián Rojas tras su expulsión ante la U","https://www.latercera.com/el-deportivo/noticia/el-tribunal-de-disciplina-de-la-anfp-otorga-duro-castigo-a-cristian-rojas-tras-su-expulsion-ante-la-u/XI64EHK3ANHILL2TLGHNDRFREM/"
"4","Cine","Beavis y Butt-Head intentarán adaptarse después de volver de un campamento espacial en su nueva película","https://www.latercera.com/mouse/beavis-y-butt-head-intentaran-adaptarse-despues-de-volver-de-un-campamento-espacial-en-su-nueva-pelicula/"
"5","The Coach","Tres preguntas para tu coach: Lo que debes saber sobre los seguros","https://www.latercera.com/laboratoriodecontenidos/noticia/tres-preguntas-para-tu-coach-lo-que-debes-saber-sobre-los-seguros/HCXONFKZLREM3GKGYWZ44K3BOA/"
"6","Tasas de interés","Fed considera apropiado aumentar tasas de interés pronto","https://www.latercera.com/pulso/noticia/fed-considera-apropiado-aumentar-tasas-de-interes-pronto/IGLQTNSBOZBSTBY3YTTTW5UMZY/"
"7","Attack on Titan","El episodio final de la segunda parte de Attack on Titan: The Final Season retrasó su estreno","https://www.latercera.com/mouse/el-episodio-final-de-la-segunda-parte-de-attack-on-titan-the-final-season-retraso-su-estreno/"
"8","Videojuegos","Snow Bros. Special, el juego arcade de los ‘90, tendrá un renacimiento para Nintendo Switch","https://www.latercera.com/mouse/snow-bros-special-el-juego-arcade-de-los-90-tendra-un-renacimiento-para-nintendo-switch/"
"9","Peacemaker","Es oficial: Peacemaker tendrá segunda temporada en HBO Max","https://www.latercera.com/mouse/es-oficial-peacemaker-tendra-segunda-temporada-en-hbo-max/"
"10","Presentado por Papa John's Chile","Papa John’s Chile y su compromiso con el desarrollo sustentable","https://www.latercera.com/laboratoriodecontenidos/noticia/papa-johns-chile-y-su-compromiso-con-el-desarrollo-sustentable/PC6WQE3AYNHMPIBBKJOKRCRGLY/"
"11","Presentado por Papa John´s Chile","Papa John’s se convierte en la primera cadena de pizza en Chile en obtener sello Elijo Reciclar","https://www.latercera.com/laboratoriodecontenidos/noticia/papa-johns-se-convierte-en-la-primera-cadena-de-pizza-en-chile-en-obtener-sello-elijo-reciclar/A3UYR6OU35FD5JO5R2QWU4GDPM/"
"12","Presentado por Papa John´s Chile","Se cae el mito de las cajas de pizza manchadas con aceite: desde ahora todas son 100% reciclables","https://www.latercera.com/laboratoriodecontenidos/noticia/se-cae-el-mito-de-las-cajas-de-pizza-manchadas-con-aceite-desde-ahora-todas-son-100-reciclables/GTRWH4OS6NHUZM5255TWPPEHBE/"
"13","Noticias","El eléctrico Mercedes-Benz EQE estrena sus versiones más radicales","https://www.latercera.com/mtonline/noticia/el-electrico-mercedes-benz-eqe-estrena-sus-versiones-mas-radicales/CCLQSHXZXZARREY2M7OGKHUWXE/"
"14","Minuto a minuto","Con Vidal titular y Sánchez en la banca, el Inter se mide contra el Liverpool","https://www.latercera.com/el-deportivo/noticia/inter-vs-liverpool-1700-horas/DRDDAT6DBRB6PGMGFPADUCGNFU/"
"15","Coronavirus","¿Qué es “Ómicron 2″, la variante que preocupa al Minsal?","https://www.latercera.com/que-pasa/noticia/que-es-omicron-2-la-variante-que-preocupa-al-minsal/PELCBIMPHFDCDNUE4VVYHCPQ3Q/"
