"","seccion","titular","enlace_noticia"
"1","Fútbol","“No está esa sensación agradable del partido pasado”: la autocrítica de Charles Aránguiz tras el sufrido triunfo de la U","https://www.latercera.com/el-deportivo/noticia/no-esta-esa-sensacion-agradable-del-partido-pasado-la-autocritica-de-charles-aranguiz-tras-el-sufrido-triunfo-de-la-u/ST4DU7VZC5GBZBIZD5AJYICJIM/"
"2","Festival de Viña 2025","Marc Anthony abre Viña 2025 con encendido show ante masiva presencia venezolana en la Quinta Vergara","https://www.latercera.com/culto/2025/02/23/marc-anthony-abre-vina-2025-con-encendido-show-ante-masiva-presencia-venezolana-en-la-quinta-vergara/"
"3","Festival de Viña 2025","¿Y cómo es él?: el clásico de José Luis Perales que marcó el gran karaoke masivo de Marc Anthony en Viña 2025","https://www.latercera.com/culto/2025/02/23/y-como-es-el-el-clasico-de-jose-luis-perales-que-marco-el-gran-karaoke-masivo-de-marc-anthony-en-vina-2025/"
"4","Festival de Viña 2025","Los mundos de George Harris: quién es el comediante que abre el humor en el Festival de Viña 2025","https://www.latercera.com/culto/2025/02/23/los-mundos-de-george-harris-quien-es-el-comediante-que-abre-el-humor-en-el-festival-de-vina-2025/"
"5","Festival de Viña","Te Conozco Bien: la historia detrás de uno de los himnos de Marc Anthony ovacionado por Viña 2025","https://www.latercera.com/culto/2025/02/23/te-conozco-bien-la-historia-detras-de-uno-de-los-himnos-de-marc-anthony-ovacionado-por-vina-2025/"
"6","Fútbol","A la U le alcanza con una ráfaga en el inicio para seguir con el tranco ganador","https://www.latercera.com/el-deportivo/noticia/a-la-u-le-alcanza-con-una-rafaga-en-el-inicio-para-seguir-con-el-tranco-ganador/XKLTLBSB4BBKLHX3LXPDWVCYR4/"
"7","Básquetbol","La selección chilena de básquetbol cae en Venezuela y pierde la opción de llegar a la AmeriCup","https://www.latercera.com/el-deportivo/noticia/la-seleccion-chilena-de-basquetbol-cae-en-venezuela-y-pierde-la-opcion-de-llegar-a-la-americup/XEOEKDPXFVGXXNF3AJK5MBWM54/"
"8","Festival de Viña 2025","Nadia Ferreira, la esposa de Marc Anthony 31 años menor que lo acompaña en su show en el Festival de Viña","https://www.latercera.com/culto/2025/02/23/nadia-ferreira-la-esposa-de-marc-anthony-31-anos-menor-que-lo-acompana-en-su-show-por-el-festival-de-vina/"
"9","Festival de Viña 2025","El historial de tuits polémicos y críticas de comediantes chilenos que el venezolano George Harris podría sepultar","https://www.latercera.com/culto/2025/02/23/el-historial-de-tuits-polemicos-y-criticas-de-comediantes-chilenos-que-el-venezolano-george-harris-podria-sepultar/"
"10","Festival de Viña 2025","Con alta tecnología y una solitaria Karen Doggenweiler en escena: parte Viña 2025 en su nueva era","https://www.latercera.com/culto/2025/02/23/con-alta-tecnologia-y-una-solitaria-karen-doggenweiler-en-escena-parte-vina-2025-en-su-nueva-era/"
"11","Festival de Viña 2025","Masiva presencia venezolana en apoyo a George Harris marca el inicio del Festival de Viña: comediante fue ovacionado","https://www.latercera.com/culto/2025/02/23/masiva-presencia-venezolana-en-apoyo-a-george-harris-marca-el-inicio-del-festival-de-vina-comediante-fue-ovacionado/"
"12","Festival de Viña 2025","De bares a grandes escenarios: el camino de George Harris, el comediante venezolano que estará en Viña","https://www.latercera.com/culto/2025/02/23/de-bares-a-grandes-escenarios-el-camino-de-george-harris-el-comediante-venezolano-que-estara-en-vina/"
"13","Mario Marcel","Cadem: aprobación del ministro Marcel cae a su nivel más bajo desde que asumió tras polémica por traspasos de recursos desde Corfo","https://www.latercera.com/nacional/noticia/cadem-aprobacion-del-ministro-marcel-cae-a-su-nivel-mas-bajo-desde-que-asumio-tras-polemica-por-traspasos-de-recursos-desde-corfo/MJQL7OBR6NHSJM2QZWH7BUKYSE/"
"14","Moisés Naím","Columna de Moisés Naím: El Ártico y sus revelaciones","https://www.latercera.com/mundo/noticia/columna-de-moises-naim-el-artico-y-sus-revelaciones/SP5HP7Z4G5BH5HH4Y7XCQFRHPA/"
"15","Festival de Viña 2025","La historia de amor inolvidable de Marc Anthony: su matrimonio con Jennifer Lopez","https://www.latercera.com/culto/2025/02/23/la-historia-de-amor-inolvidable-de-marc-anthony-su-matrimonio-con-jennifer-lopez/"
